Fiscal_Year,Service,Department,Project,Project_id,Fund,Fund_Type,Thru_FY_Actuals,FY_Approved
2016,Finance and Administrative Services,Information Technology,Seattle License Management System Upgrade,A1IT03,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,200000
2016,Seattle Public Utilities,"Flooding, Sewer Back-up, and Landslides",Broadview Long Term Plan,C3812,Drainage and Wastewater Fund,Not Applicable,0,3000000
2016,Department of Parks and Recreation,1999 Community Center Improvements,Belltown Neighborhood Center,K73484,1999 Seattle Center/Community Centers Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Broadway Streetcar Extension,TC367240,Cumulative Reserve Subfund - Street Vacation Subaccount,Not Applicable,0,395000
2016,Seattle Department of Transportation,Mobility-Capital,Heavy Haul Corridor Program,TC367590,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle City Light,C5 Distribution - Distribution Other,Enterprise Geographic Information System,9957,City Light Fund,Not Applicable,0,1990000
2016,Department of Parks and Recreation,2008 Parks Levy- Cultural Facilities,Langston Hughes Performing Arts Center Renovation-2008 Parks Levy,K730121,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,0
2016,Seattle City Light,A2 Power Supply - Skagit,Diablo Powerhouse - Rebuild Generator Unit 32,6423,City Light Fund,Not Applicable,0,11577000
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Arterial Asphalt and Concrete Program,TC365440,Transportation Operating Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Bridge Seismic Retrofit Phase II,TC365810,2008 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Public Utilities,Shared Cost Projects,Sound Transit-East Link,C4122-WF,Water Fund,Not Applicable,0,170000
2016,Seattle City Light,C2 Distribution - Network,University Substation - Network,8464,City Light Fund,Not Applicable,0,457000
2016,Department of Parks and Recreation,Debt and Special Funding,Aquarium - Pier 59 Piling Replacement and Aquarium Redevelopment Debt Service,K732283,Parks and Recreation Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Pedestrian Master Plan Implementation,TC367150,Transportation Operating Fund,Not Applicable,0,581221
2016,Department of Parks and Recreation,2008 Parks Levy- Opportunity Fund,24th Avenue NW Street End Improvements (Threading the Needle Park),K730189,2008 Parks Levy Fund,Not Applicable,0,0
2016,Seattle Public Utilities,Technology,Asset Information Management,C5407,Solid Waste Fund,Not Applicable,0,266600
2016,Department of Parks and Recreation,2008 Parks Levy- Opportunity Fund,East John Street Open Space Development,K730148,2008 Parks Levy Fund,Not Applicable,0,0
2016,Seattle City Light,E1 Central Utility Projects - Customer and Billing,New Customer Information System,9937,City Light Fund,Not Applicable,0,9255000
2016,Seattle Center,Campuswide Improvements and Repairs,Artwork Maintenance,S9303,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,30000
2016,Seattle Public Utilities,Shared Cost Projects,Emergency Storms - WF,C4120-WF,Water Fund,Not Applicable,0,100000
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 29,A1FL129,2016 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,Debt and Special Funding,Golf Master Plan Implementation,K732391,2011 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Projects,Overlook Walk and East-West Connections Project,TC367630,To Be Determined,Not Applicable,0,0
2016,Seattle Center,Campuswide Improvements and Repairs,Site Signage,S9118,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,50000
2016,Finance and Administrative Services,General Government Facilities - General,FAS: Municipal Energy Efficiency Projects,A1GM199,General Subfund,Not Applicable,0,0
2016,Seattle City Light,A3 Power Supply - Cedar Falls - Tolt,Cedar Falls Powerhouse - Valvehouse Rehabilitation,6324,City Light Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Non-Arterial Concrete Rehabilitation,TC323160,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Lake Union Ship Canal Trail,TC327000,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle Public Utilities,Technology,Project Delivery & Performance,C5405,Drainage and Wastewater Fund,Not Applicable,0,5072098
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Street Lighting Program,TC366900,Transportation Operating Fund,Not Applicable,0,0
2016,Seattle Public Utilities,Shared Cost Projects,Heavy Equipment Purchases - SWF,C4116-SWF,Solid Waste Fund,Not Applicable,0,593725
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 20,A1FL120,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 22,A1FL122,2013 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Sidewalk Safety Repair,TC365120,Transportation Operating Fund,Not Applicable,0,0
2016,Seattle City Light,A2 Power Supply - Skagit,Skagit - Facilities Plan,6520,City Light Fund,Not Applicable,0,2265000
2016,Department of Parks and Recreation,Citywide and Neighborhood Projects,Neighborhood Capital Program,K732376,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,207000
2016,Seattle City Light,A1 Power Supply - Boundary,Boundary - DC Battery System & Charge Modernization,6566,City Light Fund,Not Applicable,0,264000
2016,Department of Parks and Recreation,SR520 Mitigation,Washington Park Arboretum Trail Development,K732473,Park Mitigation and Remediation Fund,Not Applicable,0,0
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 22,A1FL122,2003 Fire Facilities Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Non-Arterial Concrete Rehabilitation,TC323160,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle Center,"Waste/Recycle Center, Warehouse and Shops Improvements","Waste/Recycle Center, Warehouse and Shops Improvements",S9801,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Projects,Mercer Corridor Project West Phase,TC367110,Transportation Operating Fund,Not Applicable,0,3909152
2016,Seattle Public Utilities,Shared Cost Projects,Bridging the Gap - DWF,C4119-DWF,Drainage and Wastewater Fund,Not Applicable,0,27043
2016,Finance and Administrative Services,FAS Oversight - External Projects,Fire Station 5 Energy Efficiency,A1EXT03,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,500000
2016,Department of Parks and Recreation,2008 Parks Levy- Opportunity Fund,Comfort Station Renovations- 2008 Parks Levy,K730161,2008 Parks Levy Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Fauntleroy Way SW Boulevard,TC367200,Cumulative Reserve Subfund - Street Vacation Subaccount,Not Applicable,0,0
2016,Department of Parks and Recreation,Debt and Special Funding,Aquarium - Pier 59 Piling Replacement and Aquarium Redevelopment Debt Service,K732283,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Seattle Center,Utility Infrastructure,Municipal Energy Efficiency Program,S1003,2011 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,West Duwamish Trail,TC367130,2008 Parks Levy Fund,Not Applicable,0,0
2016,Seattle City Light,A2 Power Supply - Skagit,Diablo Powerhouse - Crane Wheel Replacements,6471,City Light Fund,Not Applicable,0,10000
2016,Seattle City Light,C3 Distribution - Radial,Underground Equipment Replacements,8353,City Light Fund,Not Applicable,0,7681000
2016,Department of Parks and Recreation,Ballfields/Athletic Courts/Play Areas,Magnuson Park (5 Fields) Synthetic Turf Replacement,K732479,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Projects,Alaskan Way Main Corridor,TC367330,Alaskan Way Seawall Construction Fund,Not Applicable,0,0
2016,Seattle City Light,C2 Distribution - Network,Union Street Substation Networks,8201,City Light Fund,Not Applicable,0,2415000
2016,Department of Parks and Recreation,Ballfields/Athletic Courts/Play Areas,Ballfields - Minor Capital Improvements,K732415,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Department of Parks and Recreation,Docks/Piers/Floats/Seawalls/Shorelines,Aquarium Major Maintenance Commitment,K732436,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,300000
2016,Seattle City Light,C5 Distribution - Distribution Other,Tool Room Automation,9965,City Light Fund,Not Applicable,0,342000
2016,Seattle Center,Utility Infrastructure,Utility Infrastructure Master Plan & Repairs,S0101,2002B LTGO Capital Project Fund,Not Applicable,0,0
2016,Seattle Center,KeyArena,KeyArena Improvements & Repairs,S9901,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,350000
2016,Department of Parks and Recreation,Building For The Future - CIP,Park Land Acquisition and Leverage Fund,K730306,Parks Capital Fund,Not Applicable,0,2000000
2016,Finance and Administrative Services,Information Technology,Electronic Records Management System,A1IT04,2014 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,Building Component Renovations,Boiler and Mechanical System Replacement Program,K732306,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle Public Utilities,Water Resources,Morse Lake Pump Plant,C1508,Water Fund,Not Applicable,0,4009563.7
2016,Seattle Department of Transportation,Mobility-Capital,Burke-Gilman Trail Extension,TC364830,To Be Determined,Not Applicable,0,0
2016,Seattle Public Utilities,Technology,Project Delivery & Performance,C5405,Solid Waste Fund,Not Applicable,0,1927671
2016,Seattle City Light,A2 Power Supply - Skagit,Ross - Powerhouse Rockfall Mitigation,6577,City Light Fund,Not Applicable,0,0
2016,Seattle Public Utilities,Technology,IT Infrastructure,C5404,Solid Waste Fund,Not Applicable,0,214500
2016,Seattle City Light,A2 Power Supply - Skagit,Diablo - Load Interrupters Replacement,6532,City Light Fund,Not Applicable,0,3126000
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 32,A1FL132,2003 Fire Facilities Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Bridge Rehabilitation and Replacement,TC366850,2010 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,Docks/Piers/Floats/Seawalls/Shorelines,Parks Central Waterfront Piers Rehabilitation,K732493,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,23rd Avenue Corridor Improvements,TC367420,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Department of Parks and Recreation,Ballfields/Athletic Courts/Play Areas,Play Area Safety Program,K732403,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,150000
2016,Seattle Center,Armory Rehabilitation,Armory Food Court Renovation - Debt Service,S1002,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,381000
2016,Seattle City Light,B1 Transmission - Transmission,Transmission Inter-Agency,7105,City Light Fund,Not Applicable,0,557000
2016,Department of Information Technology,Finance and Administration,Technology Management Tools,D102TC015,Information Technology Fund,Not Applicable,0,408000
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 11,A1FL111,2008 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Linden Avenue North Complete Streets,TC366930,Transportation Operating Fund,Not Applicable,0,0
2016,Seattle City Light,C3 Distribution - Radial,Dallas Ave. 26 kV Crossing,8322,City Light Fund,Not Applicable,0,459000
2016,Seattle City Light,D3 External Projects - Customer Other,Neighborhood Voluntary Undergrounding Program,8383,City Light Fund,Not Applicable,0,16000
2016,Seattle City Light,E3 Central Utility Projects - Fleets and Facilities,Service Center Development Project,9232,City Light Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Arterial Asphalt and Concrete Program,TC365440,2008 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Pay Stations,TC366350,2007 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Public Utilities,Water Quality & Treatment,Reservoir Covering - Maple Leaf,C1411,Water Fund,Not Applicable,0,1306000
2016,Seattle City Light,A3 Power Supply - Cedar Falls - Tolt,Cedar Falls - DC Battery System and Charge Modernization,6572,City Light Fund,Not Applicable,0,28000
2016,Seattle City Light,A3 Power Supply - Cedar Falls - Tolt,South Fork Tolt - DC Battery System & Charge Modernization,6570,City Light Fund,Not Applicable,0,28000
2016,Finance and Administrative Services,Maintenance Shops and Yards,"Electric Vehicle Charging Stations for Airport Way Center, Building C",A1MSY02,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,200000
2016,Seattle Department of Transportation,Major Maintenance/Replacement,"Miscellaneous, Unforeseen, and Emergencies",TC320030,Cumulative Reserve Subfund - Street Vacation Subaccount,Not Applicable,0,0
2016,Seattle Center,Campuswide Improvements and Repairs,Fun Forest Site Restoration,S0901,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,0
2016,Seattle City Light,A2 Power Supply - Skagit,Diablo Powerhouse - Rebuild Generator Unit 31,6422,City Light Fund,Not Applicable,0,5101000
2016,Seattle Department of Transportation,Major Projects,Elliott Bay Seawall Project,TC367320,2012 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle City Light,A2 Power Supply - Skagit,Skagit Powerhouses - Install Protection Relays,6415,City Light Fund,Not Applicable,0,854000
2016,Department of Information Technology,Finance and Administration,Next Generation Data Center,D102TC007,Information Technology Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Projects,Alaskan Way Viaduct Replacement,TC366050,Waterfront Lid Lift,Not Applicable,0,0
2016,Seattle Public Utilities,Water Resources,Dam Safety Program,C1506,Water Fund,Not Applicable,0,1250000
2016,Seattle Center,Facility Infrastructure Renovation and Repair,Roof/Structural Replacement and Repair,S9701,2003 LTGO Capital Project Fund,Not Applicable,0,0
2016,Seattle Public Utilities,Habitat Conservation Program,Upland Reserve Forest Restoration,C1603,Water Fund,Not Applicable,0,93000
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Non-Arterial Street Resurfacing and Restoration,TC367710,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,650000
2016,Seattle City Light,E2 Central Utility Projects - Finance and IT Systems,PeopleSoft Reimplementation - City Light,9970,City Light Fund,Not Applicable,0,14484000
2016,Seattle Department of Transportation,Mobility-Capital,Burke-Gilman Trail Extension,TC364830,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,0
2016,Seattle Public Utilities,Watershed Stewardship,Environmental Stewardship,C1301,Water Fund,Not Applicable,0,390000
2016,Seattle Department of Transportation,Major Projects,Alaskan Way Viaduct Replacement,TC366050,Transportation Operating Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Retaining Wall Repair and Restoration,TC365890,Transportation Bond Fund,Not Applicable,0,0
2016,Seattle City Light,A2 Power Supply - Skagit,Ross - Exciters 41-44,6564,City Light Fund,Not Applicable,0,237000
2016,Seattle Public Utilities,Shared Cost Projects,Mercer Corridor Project West Phase - DWF,C4133-DWF,Drainage and Wastewater Fund,Not Applicable,0,30000
2016,Seattle Public Utilities,Shared Cost Projects,Mercer Corridor Project East Phase - DWF,C4114-DWF,Drainage and Wastewater Fund,Not Applicable,0,0
2016,The Seattle Public Library,Central Library Infrastructure Improvements,Central Library Infrastructure Improvements,B301113,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Department of Parks and Recreation,Forest Restoration,Urban Forestry - Tree Replacement,K732339,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,95000
2016,Seattle City Light,C3 Distribution - Radial,Underground 26kV Conversion,8362,City Light Fund,Not Applicable,0,1633000
2016,Department of Parks and Recreation,Ballfields/Athletic Courts/Play Areas,Georgetown Playfield Turf Replacement,K732456,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Department of Parks and Recreation,2008 Parks Levy- Green Space Acquisition,Green Space Acquisitions- 2008 Parks Levy,K730011,2008 Parks Levy Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,Parks Infrastructure,Parks Upgrade Program,K732422,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Projects,Alaskan Way Viaduct Replacement,TC366050,2010 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Projects,Magnolia Bridge Replacement Project,TC366060,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 20,A1FL120,2013 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,Ballfields/Athletic Courts/Play Areas,Miller Playfield Synthetic Turf Replacement,K732475,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Adaptive Signal Control Implementation,TC367650,Transportation Operating Fund,Not Applicable,0,800000
2016,Seattle Public Utilities,Water Resources,Water Supply Flexibility Program,C1507,Water Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,ADA Improvements â€“ SDOT,TC367500,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,432000
2016,Department of Parks and Recreation,Pools/Natatorium Renovations,Pool Plaster Liner Replacements,K732455,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,S Lander St. Grade Separation,TC366150,Transportation Operating Fund,Not Applicable,0,0
2016,Seattle City Light,A1 Power Supply - Boundary,Boundary Switchyard - Generator Step-up Transformers,6493,City Light Fund,Not Applicable,0,7156000
2016,Finance and Administrative Services,Maintenance Shops and Yards,Haller Lake Improvements,A1MSY03,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,150000
2016,Seattle Department of Transportation,Major Projects,Spokane St. Viaduct,TC364800,2011 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Public Utilities,New Facilities,North Transfer Station Rebuild,C2306,Solid Waste Fund,Not Applicable,0,18948589
2016,Seattle Public Utilities,Combined Sewer Overflows,S Genesee Combined Sewer Overflow,C3608,Drainage and Wastewater Fund,Not Applicable,0,137474
2016,Finance and Administrative Services,Information Technology,Summit Re-Implementation,A1IT01,2013 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,Building Component Renovations,Magnuson Park Building #406 Roof Replacement,K732467,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle City Light,A2 Power Supply - Skagit,Ross Powerhouse - Replace Transformer Banks 42 and 44,6541,City Light Fund,Not Applicable,0,1501000
2016,Seattle City Light,C5 Distribution - Distribution Other,Security Improvements,9202,City Light Fund,Not Applicable,0,4641000
2016,Finance and Administrative Services,Information Technology,Summit Re-Implementation,A1IT01,Finance and Administrative Services Fund,Not Applicable,0,12993000
2016,Seattle Department of Transportation,Major Projects,Mercer Corridor Project,TC365500,2006 LTGO Capital Projects Fund,Not Applicable,0,0
2016,Finance and Administrative Services,ADA Improvements - FAS,ADA Improvements - FAS,A1ADA01,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 26,A1FL126,2013 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle City Light,C5 Distribution - Distribution Other,Enterprise Software Solution Replacement Strategy,9969,City Light Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Projects,Elliott Bay Seawall Project,TC367320,Alaskan Way Seawall Construction Fund,Not Applicable,0,37946076
2016,Finance and Administrative Services,Public Safety Facilities - Police,North Precinct,A1PS107,To Be Determined,Not Applicable,0,0
2016,Seattle Public Utilities,Technology,Customer Contact & Billing,C5402,Solid Waste Fund,Not Applicable,0,4661165.9399999995
2016,Department of Parks and Recreation,Forest Restoration,Urban Forestry - Forest Restoration Program,K732410,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle Public Utilities,Shared Cost Projects,Operational Facility - Other - DWF,C4115-DWF,Drainage and Wastewater Fund,Not Applicable,0,100000
2016,Seattle Department of Transportation,Mobility-Capital,Center City Streetcar Connector,TC367210,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,23rd Avenue Corridor Improvements,TC367420,2016 Multipurpose LTGO Bond Fund,Not Applicable,0,7927487
2016,Seattle Public Utilities,Shared Cost Projects,Integrated Control Monitoring Program - SWF,C4108-SWF,Solid Waste Fund,Not Applicable,0,0
2016,Seattle Public Utilities,Watershed Stewardship,Transmission Right-of-Way Improvements,C1316,Water Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Arterial Asphalt and Concrete Program,TC365440,Transportation Bond Fund,Not Applicable,0,0
2016,Seattle Center,Campuswide Improvements and Repairs,ADA Improvements,S9302,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,59000
2016,Department of Parks and Recreation,Building Component Renovations,Municipal Energy Efficiency Program - Parks,K732433,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,0
2016,Seattle City Light,C4 Distribution - Service Connections,"Network Additions and Svcs: First Hill, Mass, Union & Univer",8364,City Light Fund,Not Applicable,0,3569000
2016,Department of Parks and Recreation,Building Component Renovations,ADA Compliance - Parks,K732434,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle Public Utilities,Shared Cost Projects,Operational Facility - Construction - WF,C4106-WF,Water Fund,Not Applicable,0,1753000
2016,Department of Parks and Recreation,Citywide and Neighborhood Projects,Trails Renovation Program,K732419,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Sound Transit - East Link,TC367410,Transportation Operating Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Linden Avenue North Complete Streets,TC366930,Cumulative Reserve Subfund - Street Vacation Subaccount,Not Applicable,0,0
2016,Seattle Public Utilities,Water Quality & Treatment,Reservior Covering-Bitter Lake,C1419,Water Fund,Not Applicable,0,0
2016,Seattle Public Utilities,Shared Cost Projects,Alaskan Way Viaduct & Seawall Replacement Program - DWF,C4102-DWF,Drainage and Wastewater Fund,Not Applicable,0,3081080.9999999902
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Signal Major Maintenance,TC367580,Transportation Operating Fund,Not Applicable,0,635196
2016,Department of Parks and Recreation,Building Component Renovations,Seattle Asian Art Museum Restoration,K732369,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Projects,Mercer Corridor Project,TC365500,2007 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Pedestrian Master Plan - New Sidewalks,TC367600,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,2000000
2016,Seattle Department of Transportation,Mobility-Capital,Greenwood Avenue Sidewalks,TC367530,Transportation Operating Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Projects,Spokane St. Viaduct,TC364800,2009 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle City Light,C3 Distribution - Radial,Laurelhurst - Underground Rebuild,8373,City Light Fund,Not Applicable,0,857000
2016,Seattle City Light,A2 Power Supply - Skagit,Ross - 480V AC Station Service Switchgear Replacement,6580,City Light Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Bike Master Plan Implementation,TC366760,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,100000
2016,Department of Parks and Recreation,Building Component Renovations,Comfort Station Renovations,K732453,2013 King County Parks Levy,Not Applicable,0,660000
2016,Seattle Public Utilities,Technology,Science & System Performance,C5406,Water Fund,Not Applicable,0,271630
2016,Seattle Public Utilities,Protection of Beneficial Uses,Taylor Creek Culvert Replacement,C3353,Drainage and Wastewater Fund,Not Applicable,0,0
2016,Seattle Public Utilities,Transmission,Purveyor Meters Replace - SPU,C1206,Water Fund,Not Applicable,0,204000
2016,Seattle City Light,C4 Distribution - Service Connections,Large Overhead and Underground Services,8365,City Light Fund,Not Applicable,0,2947000
2016,Department of Parks and Recreation,Building Component Renovations,Jefferson Community Center Renovation,K732462,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle City Light,A1 Power Supply - Boundary,Boundary Dam - Instrumentation Upgrade and Integration,6343,City Light Fund,Not Applicable,0,278000
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 32,A1FL132,2015 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Finance and Administrative Services,Asset Preservation - Schedule 1 Facililies,Asset Preservation - Schedule 1 Facilities,A1APSCH101,Cumulative Reserve Subfund - Asset Preservation Subaccount - Fleets and Facilities,Not Applicable,0,4411371.58
2016,Seattle Public Utilities,Habitat Conservation Program,Cedar Sockeye Hatchery,C1605,Water Fund,Not Applicable,0,0
2016,Seattle City Light,A4 Power Supply - Power Supply Other,Special Work Equipment - Generation Plant,6102,City Light Fund,Not Applicable,0,941000
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 18,A1FL118,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Sound Transit North Link Station Bike and Pedestrian Improvements,TC367350,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Projects,SR-520 Project,TC365880,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 26,A1FL126,2003 Fire Facilities Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Bridge Painting Program,TC324900,Transportation Operating Fund,Not Applicable,0,0
2016,Seattle Public Utilities,Shared Cost Projects,Operational Facility - Construction - DWF,C4106-DWF,Drainage and Wastewater Fund,Not Applicable,0,9442000
2016,Seattle City Light,C1 Distribution - Substations,Substation Transformer Replacements,7776,City Light Fund,Not Applicable,0,4558000
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 29,A1FL129,2013 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle City Light,C3 Distribution - Radial,PCB Transformer Replacement,8463,City Light Fund,Not Applicable,0,805000
2016,Seattle Public Utilities,Rehabilitation,No Dig Pipe & Maintenance Rehabilitation,C3707,Drainage and Wastewater Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Sound Transit - University Link,TC367040,Transportation Operating Fund,Not Applicable,0,9500
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Hazard Mitigation Program - Landslide Mitigation Projects,TC365510,Emergency Subfund,Not Applicable,0,0
2016,Seattle City Light,C4 Distribution - Service Connections,Major Emergency,8380,City Light Fund,Not Applicable,0,256000
